product_slug,sku,name,Categories,categories_slug,category_slug,Brand,brand_slug_origenal,Image URL,Attributes_origenal,attributes,Price,Regular Price,Sale Price,type,images,variant,description,short_description,stock,brand_slug
gum-boots-gemini-nstc,13-DOTGE4-2,Gum Boots GEMINI (NSTC),"Gum boots, Workwear &amp; PPE","gum-boots-workwear-ppe, workwear-ppe",gum-boots-workwear-ppe,Pinnacle,pinnacle,https://uvhholdings.co.za/wp-content/uploads/2026/02/Gum-Boots-GEMINI-NSTC.webp,"['Size: 4', '5', '6', '7', '8', '9', '10', '11', '12\nColour: Black']","{""Size"": ""5"", ""Colour"": ""Black""}",98,98,,0,/02/Gum-Boots-GEMINI-NSTC.webp,2,,,0,pinnacle
gum-boots-gemini-nstc,13-DOTGE4-3,Gum Boots GEMINI (NSTC),"Gum boots, Workwear &amp; PPE","gum-boots-workwear-ppe, workwear-ppe",gum-boots-workwear-ppe,Pinnacle,pinnacle,https://uvhholdings.co.za/wp-content/uploads/2026/02/Gum-Boots-GEMINI-NSTC.webp,"['Size: 4', '5', '6', '7', '8', '9', '10', '11', '12\nColour: Black']","{""Size"": ""6"", ""Colour"": ""Black""}",98,98,,0,/02/Gum-Boots-GEMINI-NSTC.webp,2,,,0,pinnacle
gum-boots-gemini-nstc,13-DOTGE4-4,Gum Boots GEMINI (NSTC),"Gum boots, Workwear &amp; PPE","gum-boots-workwear-ppe, workwear-ppe",gum-boots-workwear-ppe,Pinnacle,pinnacle,https://uvhholdings.co.za/wp-content/uploads/2026/02/Gum-Boots-GEMINI-NSTC.webp,"['Size: 4', '5', '6', '7', '8', '9', '10', '11', '12\nColour: Black']","{""Size"": ""7"", ""Colour"": ""Black""}",98,98,,0,/02/Gum-Boots-GEMINI-NSTC.webp,2,,,0,pinnacle
gum-boots-gemini-nstc,13-DOTGE4-5,Gum Boots GEMINI (NSTC),"Gum boots, Workwear &amp; PPE","gum-boots-workwear-ppe, workwear-ppe",gum-boots-workwear-ppe,Pinnacle,pinnacle,https://uvhholdings.co.za/wp-content/uploads/2026/02/Gum-Boots-GEMINI-NSTC.webp,"['Size: 4', '5', '6', '7', '8', '9', '10', '11', '12\nColour: Black']","{""Size"": ""8"", ""Colour"": ""Black""}",98,98,,0,/02/Gum-Boots-GEMINI-NSTC.webp,2,,,0,pinnacle
gum-boots-gemini-nstc,13-DOTGE4-6,Gum Boots GEMINI (NSTC),"Gum boots, Workwear &amp; PPE","gum-boots-workwear-ppe, workwear-ppe",gum-boots-workwear-ppe,Pinnacle,pinnacle,https://uvhholdings.co.za/wp-content/uploads/2026/02/Gum-Boots-GEMINI-NSTC.webp,"['Size: 4', '5', '6', '7', '8', '9', '10', '11', '12\nColour: Black']","{""Size"": ""9"", ""Colour"": ""Black""}",98,98,,0,/02/Gum-Boots-GEMINI-NSTC.webp,2,,,0,pinnacle
gum-boots-gemini-nstc,13-DOTGE4-7,Gum Boots GEMINI (NSTC),"Gum boots, Workwear &amp; PPE","gum-boots-workwear-ppe, workwear-ppe",gum-boots-workwear-ppe,Pinnacle,pinnacle,https://uvhholdings.co.za/wp-content/uploads/2026/02/Gum-Boots-GEMINI-NSTC.webp,"['Size: 4', '5', '6', '7', '8', '9', '10', '11', '12\nColour: Black']","{""Size"": ""10"", ""Colour"": ""Black""}",98,98,,0,/02/Gum-Boots-GEMINI-NSTC.webp,2,,,0,pinnacle
gum-boots-gemini-nstc,13-DOTGE4-8,Gum Boots GEMINI (NSTC),"Gum boots, Workwear &amp; PPE","gum-boots-workwear-ppe, workwear-ppe",gum-boots-workwear-ppe,Pinnacle,pinnacle,https://uvhholdings.co.za/wp-content/uploads/2026/02/Gum-Boots-GEMINI-NSTC.webp,"['Size: 4', '5', '6', '7', '8', '9', '10', '11', '12\nColour: Black']","{""Size"": ""11"", ""Colour"": ""Black""}",98,98,,0,/02/Gum-Boots-GEMINI-NSTC.webp,2,,,0,pinnacle
gum-boots-gemini-nstc,13-DOTGE4-9,Gum Boots GEMINI (NSTC),"Gum boots, Workwear &amp; PPE","gum-boots-workwear-ppe, workwear-ppe",gum-boots-workwear-ppe,Pinnacle,pinnacle,https://uvhholdings.co.za/wp-content/uploads/2026/02/Gum-Boots-GEMINI-NSTC.webp,"['Size: 4', '5', '6', '7', '8', '9', '10', '11', '12\nColour: Black']","{""Size"": ""12"", ""Colour"": ""Black""}",98,98,,0,/02/Gum-Boots-GEMINI-NSTC.webp,2,,,0,pinnacle
stein-outdoor-boots,13-STEIN05,STEIN OUTDOOR BOOTS,"Boots, Workwear &amp; PPE","boots, workwear-ppe",boots,Pinnacle,pinnacle,https://uvhholdings.co.za/wp-content/uploads/2026/02/STEIN-OUTDOOR-BOOTS.webp,"['Size: 5', '6', '7', '8', '9', '10', '11\nColour: Brown']","{""Size"": ""5"", ""Colour"": ""Brown""}",644,644,,0,/02/STEIN-OUTDOOR-BOOTS.webp,1,,,0,pinnacle
stein-outdoor-boots,13-STEIN05-2,STEIN OUTDOOR BOOTS,"Boots, Workwear &amp; PPE","boots, workwear-ppe",boots,Pinnacle,pinnacle,https://uvhholdings.co.za/wp-content/uploads/2026/02/STEIN-OUTDOOR-BOOTS.webp,"['Size: 5', '6', '7', '8', '9', '10', '11\nColour: Brown']","{""Size"": ""6"", ""Colour"": ""Brown""}",644,644,,0,/02/STEIN-OUTDOOR-BOOTS.webp,2,,,0,pinnacle
stein-outdoor-boots,13-STEIN05-3,STEIN OUTDOOR BOOTS,"Boots, Workwear &amp; PPE","boots, workwear-ppe",boots,Pinnacle,pinnacle,https://uvhholdings.co.za/wp-content/uploads/2026/02/STEIN-OUTDOOR-BOOTS.webp,"['Size: 5', '6', '7', '8', '9', '10', '11\nColour: Brown']","{""Size"": ""7"", ""Colour"": ""Brown""}",644,644,,0,/02/STEIN-OUTDOOR-BOOTS.webp,2,,,0,pinnacle
stein-outdoor-boots,13-STEIN05-4,STEIN OUTDOOR BOOTS,"Boots, Workwear &amp; PPE","boots, workwear-ppe",boots,Pinnacle,pinnacle,https://uvhholdings.co.za/wp-content/uploads/2026/02/STEIN-OUTDOOR-BOOTS.webp,"['Size: 5', '6', '7', '8', '9', '10', '11\nColour: Brown']","{""Size"": ""8"", ""Colour"": ""Brown""}",644,644,,0,/02/STEIN-OUTDOOR-BOOTS.webp,2,,,0,pinnacle
stein-outdoor-boots,13-STEIN05-5,STEIN OUTDOOR BOOTS,"Boots, Workwear &amp; PPE","boots, workwear-ppe",boots,Pinnacle,pinnacle,https://uvhholdings.co.za/wp-content/uploads/2026/02/STEIN-OUTDOOR-BOOTS.webp,"['Size: 5', '6', '7', '8', '9', '10', '11\nColour: Brown']","{""Size"": ""9"", ""Colour"": ""Brown""}",644,644,,0,/02/STEIN-OUTDOOR-BOOTS.webp,2,,,0,pinnacle
stein-outdoor-boots,13-STEIN05-6,STEIN OUTDOOR BOOTS,"Boots, Workwear &amp; PPE","boots, workwear-ppe",boots,Pinnacle,pinnacle,https://uvhholdings.co.za/wp-content/uploads/2026/02/STEIN-OUTDOOR-BOOTS.webp,"['Size: 5', '6', '7', '8', '9', '10', '11\nColour: Brown']","{""Size"": ""10"", ""Colour"": ""Brown""}",644,644,,0,/02/STEIN-OUTDOOR-BOOTS.webp,2,,,0,pinnacle
stein-outdoor-boots,13-STEIN05-7,STEIN OUTDOOR BOOTS,"Boots, Workwear &amp; PPE","boots, workwear-ppe",boots,Pinnacle,pinnacle,https://uvhholdings.co.za/wp-content/uploads/2026/02/STEIN-OUTDOOR-BOOTS.webp,"['Size: 5', '6', '7', '8', '9', '10', '11\nColour: Brown']","{""Size"": ""11"", ""Colour"": ""Brown""}",644,644,,0,/02/STEIN-OUTDOOR-BOOTS.webp,2,,,0,pinnacle
ram-sport-shoe,13-RAM03,RAM SPORT SHOE,"Shoes, Workwear &amp; PPE","shoes, workwear-ppe",shoes,Pinnacle,pinnacle,https://uvhholdings.co.za/wp-content/uploads/2026/02/RAM-SPORT-SHOE.webp,"['Size: 3', '4', '5', '6', '7', '8', '9', '10', '11', '12\nColour: Grey']","{""Size"": ""3"", ""Colour"": ""Grey""}",462,462,,0,/02/RAM-SPORT-SHOE.webp,1,,,0,pinnacle
ram-sport-shoe,13-RAM03-2,RAM SPORT SHOE,"Shoes, Workwear &amp; PPE","shoes, workwear-ppe",shoes,Pinnacle,pinnacle,https://uvhholdings.co.za/wp-content/uploads/2026/02/RAM-SPORT-SHOE.webp,"['Size: 3', '4', '5', '6', '7', '8', '9', '10', '11', '12\nColour: Grey']","{""Size"": ""4"", ""Colour"": ""Grey""}",462,462,,0,/02/RAM-SPORT-SHOE.webp,2,,,0,pinnacle
ram-sport-shoe,13-RAM03-3,RAM SPORT SHOE,"Shoes, Workwear &amp; PPE","shoes, workwear-ppe",shoes,Pinnacle,pinnacle,https://uvhholdings.co.za/wp-content/uploads/2026/02/RAM-SPORT-SHOE.webp,"['Size: 3', '4', '5', '6', '7', '8', '9', '10', '11', '12\nColour: Grey']","{""Size"": ""5"", ""Colour"": ""Grey""}",462,462,,0,/02/RAM-SPORT-SHOE.webp,2,,,0,pinnacle
ram-sport-shoe,13-RAM03-4,RAM SPORT SHOE,"Shoes, Workwear &amp; PPE","shoes, workwear-ppe",shoes,Pinnacle,pinnacle,https://uvhholdings.co.za/wp-content/uploads/2026/02/RAM-SPORT-SHOE.webp,"['Size: 3', '4', '5', '6', '7', '8', '9', '10', '11', '12\nColour: Grey']","{""Size"": ""6"", ""Colour"": ""Grey""}",462,462,,0,/02/RAM-SPORT-SHOE.webp,2,,,0,pinnacle
ram-sport-shoe,13-RAM03-5,RAM SPORT SHOE,"Shoes, Workwear &amp; PPE","shoes, workwear-ppe",shoes,Pinnacle,pinnacle,https://uvhholdings.co.za/wp-content/uploads/2026/02/RAM-SPORT-SHOE.webp,"['Size: 3', '4', '5', '6', '7', '8', '9', '10', '11', '12\nColour: Grey']","{""Size"": ""7"", ""Colour"": ""Grey""}",462,462,,0,/02/RAM-SPORT-SHOE.webp,2,,,0,pinnacle
ram-sport-shoe,13-RAM03-6,RAM SPORT SHOE,"Shoes, Workwear &amp; PPE","shoes, workwear-ppe",shoes,Pinnacle,pinnacle,https://uvhholdings.co.za/wp-content/uploads/2026/02/RAM-SPORT-SHOE.webp,"['Size: 3', '4', '5', '6', '7', '8', '9', '10', '11', '12\nColour: Grey']","{""Size"": ""8"", ""Colour"": ""Grey""}",462,462,,0,/02/RAM-SPORT-SHOE.webp,2,,,0,pinnacle
ram-sport-shoe,13-RAM03-7,RAM SPORT SHOE,"Shoes, Workwear &amp; PPE","shoes, workwear-ppe",shoes,Pinnacle,pinnacle,https://uvhholdings.co.za/wp-content/uploads/2026/02/RAM-SPORT-SHOE.webp,"['Size: 3', '4', '5', '6', '7', '8', '9', '10', '11', '12\nColour: Grey']","{""Size"": ""9"", ""Colour"": ""Grey""}",462,462,,0,/02/RAM-SPORT-SHOE.webp,2,,,0,pinnacle
ram-sport-shoe,13-RAM03-8,RAM SPORT SHOE,"Shoes, Workwear &amp; PPE","shoes, workwear-ppe",shoes,Pinnacle,pinnacle,https://uvhholdings.co.za/wp-content/uploads/2026/02/RAM-SPORT-SHOE.webp,"['Size: 3', '4', '5', '6', '7', '8', '9', '10', '11', '12\nColour: Grey']","{""Size"": ""10"", ""Colour"": ""Grey""}",462,462,,0,/02/RAM-SPORT-SHOE.webp,2,,,0,pinnacle
ram-sport-shoe,13-RAM03-9,RAM SPORT SHOE,"Shoes, Workwear &amp; PPE","shoes, workwear-ppe",shoes,Pinnacle,pinnacle,https://uvhholdings.co.za/wp-content/uploads/2026/02/RAM-SPORT-SHOE.webp,"['Size: 3', '4', '5', '6', '7', '8', '9', '10', '11', '12\nColour: Grey']","{""Size"": ""11"", ""Colour"": ""Grey""}",462,462,,0,/02/RAM-SPORT-SHOE.webp,2,,,0,pinnacle
ram-sport-shoe,13-RAM03-10,RAM SPORT SHOE,"Shoes, Workwear &amp; PPE","shoes, workwear-ppe",shoes,Pinnacle,pinnacle,https://uvhholdings.co.za/wp-content/uploads/2026/02/RAM-SPORT-SHOE.webp,"['Size: 3', '4', '5', '6', '7', '8', '9', '10', '11', '12\nColour: Grey']","{""Size"": ""12"", ""Colour"": ""Grey""}",462,462,,0,/02/RAM-SPORT-SHOE.webp,2,,,0,pinnacle
kurt-outdoor-boots,13-KURT05,KURT OUTDOOR BOOTS,"Boots, Workwear &amp; PPE","boots, workwear-ppe",boots,Pinnacle,pinnacle,https://uvhholdings.co.za/wp-content/uploads/2026/02/KURT-OUTDOOR-BOOTS.webp,"['Size: 5', '6', '7', '8', '9', '10', '11\nColour: Brown']","{""Size"": ""5"", ""Colour"": ""Brown""}",854,854,,0,/02/KURT-OUTDOOR-BOOTS.webp,1,,,0,pinnacle
kurt-outdoor-boots,13-KURT05-2,KURT OUTDOOR BOOTS,"Boots, Workwear &amp; PPE","boots, workwear-ppe",boots,Pinnacle,pinnacle,https://uvhholdings.co.za/wp-content/uploads/2026/02/KURT-OUTDOOR-BOOTS.webp,"['Size: 5', '6', '7', '8', '9', '10', '11\nColour: Brown']","{""Size"": ""6"", ""Colour"": ""Brown""}",854,854,,0,/02/KURT-OUTDOOR-BOOTS.webp,2,,,0,pinnacle
kurt-outdoor-boots,13-KURT05-3,KURT OUTDOOR BOOTS,"Boots, Workwear &amp; PPE","boots, workwear-ppe",boots,Pinnacle,pinnacle,https://uvhholdings.co.za/wp-content/uploads/2026/02/KURT-OUTDOOR-BOOTS.webp,"['Size: 5', '6', '7', '8', '9', '10', '11\nColour: Brown']","{""Size"": ""7"", ""Colour"": ""Brown""}",854,854,,0,/02/KURT-OUTDOOR-BOOTS.webp,2,,,0,pinnacle
kurt-outdoor-boots,13-KURT05-4,KURT OUTDOOR BOOTS,"Boots, Workwear &amp; PPE","boots, workwear-ppe",boots,Pinnacle,pinnacle,https://uvhholdings.co.za/wp-content/uploads/2026/02/KURT-OUTDOOR-BOOTS.webp,"['Size: 5', '6', '7', '8', '9', '10', '11\nColour: Brown']","{""Size"": ""8"", ""Colour"": ""Brown""}",854,854,,0,/02/KURT-OUTDOOR-BOOTS.webp,2,,,0,pinnacle
kurt-outdoor-boots,13-KURT05-5,KURT OUTDOOR BOOTS,"Boots, Workwear &amp; PPE","boots, workwear-ppe",boots,Pinnacle,pinnacle,https://uvhholdings.co.za/wp-content/uploads/2026/02/KURT-OUTDOOR-BOOTS.webp,"['Size: 5', '6', '7', '8', '9', '10', '11\nColour: Brown']","{""Size"": ""9"", ""Colour"": ""Brown""}",854,854,,0,/02/KURT-OUTDOOR-BOOTS.webp,2,,,0,pinnacle
kurt-outdoor-boots,13-KURT05-6,KURT OUTDOOR BOOTS,"Boots, Workwear &amp; PPE","boots, workwear-ppe",boots,Pinnacle,pinnacle,https://uvhholdings.co.za/wp-content/uploads/2026/02/KURT-OUTDOOR-BOOTS.webp,"['Size: 5', '6', '7', '8', '9', '10', '11\nColour: Brown']","{""Size"": ""10"", ""Colour"": ""Brown""}",854,854,,0,/02/KURT-OUTDOOR-BOOTS.webp,2,,,0,pinnacle
kurt-outdoor-boots,13-KURT05-7,KURT OUTDOOR BOOTS,"Boots, Workwear &amp; PPE","boots, workwear-ppe",boots,Pinnacle,pinnacle,https://uvhholdings.co.za/wp-content/uploads/2026/02/KURT-OUTDOOR-BOOTS.webp,"['Size: 5', '6', '7', '8', '9', '10', '11\nColour: Brown']","{""Size"": ""11"", ""Colour"": ""Brown""}",854,854,,0,/02/KURT-OUTDOOR-BOOTS.webp,2,,,0,pinnacle
clobber-security-combat-canvas-boots,13-100930,CLOBBER SECURITY COMBAT CANVAS BOOTS,"Safety Boots, Workwear &amp; PPE","safety-boots-workwear-ppe, workwear-ppe",safety-boots-workwear-ppe,Pinnacle,pinnacle,https://uvhholdings.co.za/wp-content/uploads/2026/02/CLOBBER-SECURITY-COMBAT-CANVAS-BOOTS-1.webp,"['Size: 5', '6', '7', '8', '9', '10', '11', '12\nColour: Black']","{""Size"": ""5"", ""Colour"": ""Black""}",265,265,,0,/02/CLOBBER-SECURITY-COMBAT-CANVAS-BOOTS-1.webp,1,,,0,pinnacle
clobber-security-combat-canvas-boots,13-100930-2,CLOBBER SECURITY COMBAT CANVAS BOOTS,"Safety Boots, Workwear &amp; PPE","safety-boots-workwear-ppe, workwear-ppe",safety-boots-workwear-ppe,Pinnacle,pinnacle,https://uvhholdings.co.za/wp-content/uploads/2026/02/CLOBBER-SECURITY-COMBAT-CANVAS-BOOTS-1.webp,"['Size: 5', '6', '7', '8', '9', '10', '11', '12\nColour: Black']","{""Size"": ""6"", ""Colour"": ""Black""}",265,265,,0,/02/CLOBBER-SECURITY-COMBAT-CANVAS-BOOTS-1.webp,2,,,0,pinnacle
clobber-security-combat-canvas-boots,13-100930-3,CLOBBER SECURITY COMBAT CANVAS BOOTS,"Safety Boots, Workwear &amp; PPE","safety-boots-workwear-ppe, workwear-ppe",safety-boots-workwear-ppe,Pinnacle,pinnacle,https://uvhholdings.co.za/wp-content/uploads/2026/02/CLOBBER-SECURITY-COMBAT-CANVAS-BOOTS-1.webp,"['Size: 5', '6', '7', '8', '9', '10', '11', '12\nColour: Black']","{""Size"": ""7"", ""Colour"": ""Black""}",265,265,,0,/02/CLOBBER-SECURITY-COMBAT-CANVAS-BOOTS-1.webp,2,,,0,pinnacle
clobber-security-combat-canvas-boots,13-100930-4,CLOBBER SECURITY COMBAT CANVAS BOOTS,"Safety Boots, Workwear &amp; PPE","safety-boots-workwear-ppe, workwear-ppe",safety-boots-workwear-ppe,Pinnacle,pinnacle,https://uvhholdings.co.za/wp-content/uploads/2026/02/CLOBBER-SECURITY-COMBAT-CANVAS-BOOTS-1.webp,"['Size: 5', '6', '7', '8', '9', '10', '11', '12\nColour: Black']","{""Size"": ""8"", ""Colour"": ""Black""}",265,265,,0,/02/CLOBBER-SECURITY-COMBAT-CANVAS-BOOTS-1.webp,2,,,0,pinnacle
clobber-security-combat-canvas-boots,13-100930-5,CLOBBER SECURITY COMBAT CANVAS BOOTS,"Safety Boots, Workwear &amp; PPE","safety-boots-workwear-ppe, workwear-ppe",safety-boots-workwear-ppe,Pinnacle,pinnacle,https://uvhholdings.co.za/wp-content/uploads/2026/02/CLOBBER-SECURITY-COMBAT-CANVAS-BOOTS-1.webp,"['Size: 5', '6', '7', '8', '9', '10', '11', '12\nColour: Black']","{""Size"": ""9"", ""Colour"": ""Black""}",265,265,,0,/02/CLOBBER-SECURITY-COMBAT-CANVAS-BOOTS-1.webp,2,,,0,pinnacle
clobber-security-combat-canvas-boots,13-100930-6,CLOBBER SECURITY COMBAT CANVAS BOOTS,"Safety Boots, Workwear &amp; PPE","safety-boots-workwear-ppe, workwear-ppe",safety-boots-workwear-ppe,Pinnacle,pinnacle,https://uvhholdings.co.za/wp-content/uploads/2026/02/CLOBBER-SECURITY-COMBAT-CANVAS-BOOTS-1.webp,"['Size: 5', '6', '7', '8', '9', '10', '11', '12\nColour: Black']","{""Size"": ""10"", ""Colour"": ""Black""}",265,265,,0,/02/CLOBBER-SECURITY-COMBAT-CANVAS-BOOTS-1.webp,2,,,0,pinnacle
clobber-security-combat-canvas-boots,13-100930-7,CLOBBER SECURITY COMBAT CANVAS BOOTS,"Safety Boots, Workwear &amp; PPE","safety-boots-workwear-ppe, workwear-ppe",safety-boots-workwear-ppe,Pinnacle,pinnacle,https://uvhholdings.co.za/wp-content/uploads/2026/02/CLOBBER-SECURITY-COMBAT-CANVAS-BOOTS-1.webp,"['Size: 5', '6', '7', '8', '9', '10', '11', '12\nColour: Black']","{""Size"": ""11"", ""Colour"": ""Black""}",265,265,,0,/02/CLOBBER-SECURITY-COMBAT-CANVAS-BOOTS-1.webp,2,,,0,pinnacle
clobber-security-combat-canvas-boots,13-100930-8,CLOBBER SECURITY COMBAT CANVAS BOOTS,"Safety Boots, Workwear &amp; PPE","safety-boots-workwear-ppe, workwear-ppe",safety-boots-workwear-ppe,Pinnacle,pinnacle,https://uvhholdings.co.za/wp-content/uploads/2026/02/CLOBBER-SECURITY-COMBAT-CANVAS-BOOTS-1.webp,"['Size: 5', '6', '7', '8', '9', '10', '11', '12\nColour: Black']","{""Size"": ""12"", ""Colour"": ""Black""}",265,265,,0,/02/CLOBBER-SECURITY-COMBAT-CANVAS-BOOTS-1.webp,2,,,0,pinnacle
sobrie-hiker-safety-boots-black,13-SOBR04,SOBRIE HIKER SAFETY BOOTS Black,"Safety Boots, Workwear &amp; PPE","safety-boots-workwear-ppe, workwear-ppe",safety-boots-workwear-ppe,Pinnacle,pinnacle,https://uvhholdings.co.za/wp-content/uploads/2026/02/SOBRIE-HIKER-SAFETY-BOOTS-Brown-1.webp,"['Size: 4', '5', '6', '7', '8', '9', '10', '11', '12\nColour: Black']","{""Size"": ""4"", ""Colour"": ""Black""}",630,630,,0,/02/SOBRIE-HIKER-SAFETY-BOOTS-Brown-1.webp,1,,,0,pinnacle
sobrie-hiker-safety-boots-black,13-SOBR04-2,SOBRIE HIKER SAFETY BOOTS Black,"Safety Boots, Workwear &amp; PPE","safety-boots-workwear-ppe, workwear-ppe",safety-boots-workwear-ppe,Pinnacle,pinnacle,https://uvhholdings.co.za/wp-content/uploads/2026/02/SOBRIE-HIKER-SAFETY-BOOTS-Brown-1.webp,"['Size: 4', '5', '6', '7', '8', '9', '10', '11', '12\nColour: Black']","{""Size"": ""5"", ""Colour"": ""Black""}",630,630,,0,/02/SOBRIE-HIKER-SAFETY-BOOTS-Brown-1.webp,2,,,0,pinnacle
sobrie-hiker-safety-boots-black,13-SOBR04-3,SOBRIE HIKER SAFETY BOOTS Black,"Safety Boots, Workwear &amp; PPE","safety-boots-workwear-ppe, workwear-ppe",safety-boots-workwear-ppe,Pinnacle,pinnacle,https://uvhholdings.co.za/wp-content/uploads/2026/02/SOBRIE-HIKER-SAFETY-BOOTS-Brown-1.webp,"['Size: 4', '5', '6', '7', '8', '9', '10', '11', '12\nColour: Black']","{""Size"": ""6"", ""Colour"": ""Black""}",630,630,,0,/02/SOBRIE-HIKER-SAFETY-BOOTS-Brown-1.webp,2,,,0,pinnacle
sobrie-hiker-safety-boots-black,13-SOBR04-4,SOBRIE HIKER SAFETY BOOTS Black,"Safety Boots, Workwear &amp; PPE","safety-boots-workwear-ppe, workwear-ppe",safety-boots-workwear-ppe,Pinnacle,pinnacle,https://uvhholdings.co.za/wp-content/uploads/2026/02/SOBRIE-HIKER-SAFETY-BOOTS-Brown-1.webp,"['Size: 4', '5', '6', '7', '8', '9', '10', '11', '12\nColour: Black']","{""Size"": ""7"", ""Colour"": ""Black""}",630,630,,0,/02/SOBRIE-HIKER-SAFETY-BOOTS-Brown-1.webp,2,,,0,pinnacle
sobrie-hiker-safety-boots-black,13-SOBR04-5,SOBRIE HIKER SAFETY BOOTS Black,"Safety Boots, Workwear &amp; PPE","safety-boots-workwear-ppe, workwear-ppe",safety-boots-workwear-ppe,Pinnacle,pinnacle,https://uvhholdings.co.za/wp-content/uploads/2026/02/SOBRIE-HIKER-SAFETY-BOOTS-Brown-1.webp,"['Size: 4', '5', '6', '7', '8', '9', '10', '11', '12\nColour: Black']","{""Size"": ""8"", ""Colour"": ""Black""}",630,630,,0,/02/SOBRIE-HIKER-SAFETY-BOOTS-Brown-1.webp,2,,,0,pinnacle
sobrie-hiker-safety-boots-black,13-SOBR04-6,SOBRIE HIKER SAFETY BOOTS Black,"Safety Boots, Workwear &amp; PPE","safety-boots-workwear-ppe, workwear-ppe",safety-boots-workwear-ppe,Pinnacle,pinnacle,https://uvhholdings.co.za/wp-content/uploads/2026/02/SOBRIE-HIKER-SAFETY-BOOTS-Brown-1.webp,"['Size: 4', '5', '6', '7', '8', '9', '10', '11', '12\nColour: Black']","{""Size"": ""9"", ""Colour"": ""Black""}",630,630,,0,/02/SOBRIE-HIKER-SAFETY-BOOTS-Brown-1.webp,2,,,0,pinnacle
sobrie-hiker-safety-boots-black,13-SOBR04-7,SOBRIE HIKER SAFETY BOOTS Black,"Safety Boots, Workwear &amp; PPE","safety-boots-workwear-ppe, workwear-ppe",safety-boots-workwear-ppe,Pinnacle,pinnacle,https://uvhholdings.co.za/wp-content/uploads/2026/02/SOBRIE-HIKER-SAFETY-BOOTS-Brown-1.webp,"['Size: 4', '5', '6', '7', '8', '9', '10', '11', '12\nColour: Black']","{""Size"": ""10"", ""Colour"": ""Black""}",630,630,,0,/02/SOBRIE-HIKER-SAFETY-BOOTS-Brown-1.webp,2,,,0,pinnacle
sobrie-hiker-safety-boots-black,13-SOBR04-8,SOBRIE HIKER SAFETY BOOTS Black,"Safety Boots, Workwear &amp; PPE","safety-boots-workwear-ppe, workwear-ppe",safety-boots-workwear-ppe,Pinnacle,pinnacle,https://uvhholdings.co.za/wp-content/uploads/2026/02/SOBRIE-HIKER-SAFETY-BOOTS-Brown-1.webp,"['Size: 4', '5', '6', '7', '8', '9', '10', '11', '12\nColour: Black']","{""Size"": ""11"", ""Colour"": ""Black""}",630,630,,0,/02/SOBRIE-HIKER-SAFETY-BOOTS-Brown-1.webp,2,,,0,pinnacle
sobrie-hiker-safety-boots-black,13-SOBR04-9,SOBRIE HIKER SAFETY BOOTS Black,"Safety Boots, Workwear &amp; PPE","safety-boots-workwear-ppe, workwear-ppe",safety-boots-workwear-ppe,Pinnacle,pinnacle,https://uvhholdings.co.za/wp-content/uploads/2026/02/SOBRIE-HIKER-SAFETY-BOOTS-Brown-1.webp,"['Size: 4', '5', '6', '7', '8', '9', '10', '11', '12\nColour: Black']","{""Size"": ""12"", ""Colour"": ""Black""}",630,630,,0,/02/SOBRIE-HIKER-SAFETY-BOOTS-Brown-1.webp,2,,,0,pinnacle
pinnacle-kukka-welding-boots,13-KUKKA04,PINNACLE KUKKA WELDING BOOTS,"Safety Boots, Workwear &amp; PPE","safety-boots-workwear-ppe, workwear-ppe",safety-boots-workwear-ppe,Pinnacle,pinnacle,https://uvhholdings.co.za/wp-content/uploads/2026/02/PINNACLE-KUKKA-WELDING-BOOTS-1.webp,"['Size: 4', '5', '6', '7', '8', '9', '10', '11', '12\nColour: Black']","{""Size"": ""4"", ""Colour"": ""Black""}",315,315,,0,/02/PINNACLE-KUKKA-WELDING-BOOTS-1.webp,1,,,0,pinnacle
pinnacle-kukka-welding-boots,13-KUKKA04-2,PINNACLE KUKKA WELDING BOOTS,"Safety Boots, Workwear &amp; PPE","safety-boots-workwear-ppe, workwear-ppe",safety-boots-workwear-ppe,Pinnacle,pinnacle,https://uvhholdings.co.za/wp-content/uploads/2026/02/PINNACLE-KUKKA-WELDING-BOOTS-1.webp,"['Size: 4', '5', '6', '7', '8', '9', '10', '11', '12\nColour: Black']","{""Size"": ""5"", ""Colour"": ""Black""}",315,315,,0,/02/PINNACLE-KUKKA-WELDING-BOOTS-1.webp,2,,,0,pinnacle
pinnacle-kukka-welding-boots,13-KUKKA04-3,PINNACLE KUKKA WELDING BOOTS,"Safety Boots, Workwear &amp; PPE","safety-boots-workwear-ppe, workwear-ppe",safety-boots-workwear-ppe,Pinnacle,pinnacle,https://uvhholdings.co.za/wp-content/uploads/2026/02/PINNACLE-KUKKA-WELDING-BOOTS-1.webp,"['Size: 4', '5', '6', '7', '8', '9', '10', '11', '12\nColour: Black']","{""Size"": ""6"", ""Colour"": ""Black""}",315,315,,0,/02/PINNACLE-KUKKA-WELDING-BOOTS-1.webp,2,,,0,pinnacle
