Code,Description,Category,Active,Unit,Retail - Exclusive,Retail - Inclusive,Wholesale - Exclusive,Wholesale - Inclusive,Physical,Text User Field 1,Text User Field 2,Text User Field 3,Numeric User Field 1,Numeric User Field 2,Numeric User Field 3,Date User Field 1,Date User Field 2,Date User Field 3,Yes/No User Field 1,Yes/No User Field 2,Yes/No User Field 3,VAT Type Sales,VAT Type Purchases,Cost,Quantity,Sales Account,Purchases Account
PB003,Pioneer ® Guardian Security Boots NSTC,,True,1,465.0,534.75,417.5,480.13,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
EVBT001,Everest Summit Boots Chukka S3,,True,1,649.0,746.35,581.25,668.44,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
EVBT002,Everest Workmate Shoe S1,,True,1,639.0,734.85,568.75,654.06,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
EVBT003-BLK,Everest Craftsman (Crazy Horse Leather) S3,,True,1,1250.0,1437.5,1146.25,1318.19,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
EVBT003-BRN-BR,Everest Craftsman (Crazy Horse Leather) S3,,True,1,1250.0,1437.5,1146.25,1318.19,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
BG-BATA,Bata Gumboots NSTC,,True,1,149.0,171.35,131.25,150.94,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
BGS,Kono Gumboot Steel Toe Cap,,True,1,274.4,315.56,245.0,281.75,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
BGWR,Pioneer with Sole Gumboots,,True,1,203.0,233.45,181.25,208.44,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
7863A,Heavy Duty Socks Full Length with Tiebacks,,True,1,38.0,43.7,33.4375,38.45,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
7863B,Heavy Duty Socks Calf Length,,True,1,35.0,40.25,30.8125,35.43,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
EP004,Pioneer ® Dust Mask FFP1,,True,1,3.1725,3.648375,2.9375,3.38,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
EP005,Pioneer ® Dust Mask FFP2,,True,1,4.05,4.6575,3.75,4.31,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
AT7000,Airtech Dust Mask FFP2,,True,1,90.0,103.5,80.2125,92.24,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
EP006-1,Pioneer ® Dust Mask FFP2 with Valve,,True,1,5.67,6.5205,5.25,6.04,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
EP021,Pioneer ® Dust Mask FFP2 Foldable,,True,1,2.4975,2.872125,2.3125,2.66,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
EP022,Pioneer ® Dust Mask FFP2 Foldable with Valve,,True,1,3.51,4.0365,3.25,3.74,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
EP023,Pioneer ® Dust Mask FFP3 with Valve,,True,1,21.5325,24.762375,19.9375,22.93,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
EP024,Pioneer ® Dust Mask FFP3 Valve with Active Carbon,,True,1,40.5,46.575,37.5,43.13,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
RS001,Msa Full Face Mask Respirator NRCS Approved,,True,1,3850.0,4427.5,3437.5,3953.13,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
RS006,Cartridge for Full Face Mask Respirator NRCS Approved,,True,1,602.7,693.105,538.125,618.84,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
RS005,Single Cartridge Respirator NRCS Approved,,True,1,89.6,103.04,80.0,92.0,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
RS002,Double Cartridge Respirator NRCS Approved,,True,1,99.4,114.31,88.75,102.06,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
RS003,A1 Organic Vapors & Acid Gases - Spray Paint,,True,1,71.4,82.11,63.75,73.31,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
RS004,P2 Dust Particles,,True,1,72.8,83.72,65.0,74.75,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
RS007,B1 Inorganic Vapors & Acid Gases,,True,1,113.4,130.41,101.25,116.44,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
RS008,A1P2 Organic Vapors & Acid Gases in the Presence of Dust,,True,1,142.8,164.22,127.5,146.63,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
RS010,BIP2 Inorganic Vapors & Acid Gases in the Presence of Dust,,True,1,263.2,302.68,235.0,270.25,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
H001-W,Hard Hat,,True,1,19.53,22.4595,17.4375,20.05,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
H001-B,Hard Hat,,True,1,19.53,22.4595,17.4375,20.05,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
H001-Y,Hard Hat,,True,1,19.53,22.4595,17.4375,20.05,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
H001-R,Hard Hat,,True,1,19.53,22.4595,17.4375,20.05,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
H001-G,Hard Hat,,True,1,19.53,22.4595,17.4375,20.05,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
H001-O,Hard Hat,,True,1,19.53,22.4595,17.4375,20.05,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
H001-GL,Hard Hat,,True,1,19.53,22.4595,17.4375,20.05,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
H001-BLK,Hard Hat,,True,1,19.53,22.4595,17.4375,20.05,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
H001-SAB,Hard Hat,,True,1,15.442,17.7583,13.7875,15.86,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
H001-P,Hard Hat,,True,1,15.442,17.7583,13.7875,15.86,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
H001-LIME,Hard Hat - High-Vis,,True,1,33.74,38.801,30.125,34.64,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
H003,Hard Hat with Caplamp Bracket - All Colors,,True,1,28.588,32.8762,25.525,29.35,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
H001,Hard Hat 6 Point Inner,,True,1,15.442,17.7583,13.7875,15.86,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
NIKKI,Nikki Hard Hat - All Colors,,True,1,100.8,115.92,90.0,103.5,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
TUFF,Tuff Airvent Hard Hat- All Color,,True,1,86.8,99.82,77.5,89.13,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
H017,Chainsaw Helmet,,True,1,490.0,563.5,437.5,503.13,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
H001-FACE,Clear Face Cover for Hard Hat ( Clip On),,True,1,44.1,50.715,39.375,45.28,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
CHIN02,Chinstrap Elastic,,True,1,14.714,16.9211,13.1375,15.11,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
CHIN03,Chinstrap,,True,1,35.728,41.0872,31.9,36.69,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
CHIN04,Chinstrap,,True,1,37.59,43.2285,33.5625,38.6,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
H006-BLK,Bump Caps,,True,1,96.0,110.4,85.0,97.75,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
H006-N,Bump Caps,,True,1,96.0,110.4,85.0,97.75,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
BALACAVA,Balacava,,True,1,56.0,64.4,50.0,57.5,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DC005,Winter Beanies,,True,1,39.2,45.08,35.0,40.25,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
H012-BLK,6 Panel Baseball Cap,,True,1,33.6,38.64,30.0,34.5,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
H012-NB-NVB,6 Panel Baseball Cap,,True,1,33.6,38.64,30.0,34.5,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
H012-RB-RYB,6 Panel Baseball Cap,,True,1,33.6,38.64,30.0,34.5,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
H012-R,6 Panel Baseball Cap,,True,1,33.6,38.64,30.0,34.5,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
H007-O,With Reflective Tape,,True,1,104.188,119.8162,93.025,106.98,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
H008-L,With Reflective Tape,,True,1,104.188,119.8162,93.025,106.98,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
H010,Without Reflective Tape (Easy for Embroidery),,True,1,105.98,121.877,94.625,108.82,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
H015-L,Hi-Vis Cap with Reflective New,,True,1,101.892,117.1758,90.975,104.62,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
H016-O,Hi-Vis Cap with Reflective New,,True,1,101.892,117.1758,90.975,104.62,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
SB001-L,Sun Protector for Hard Hat,,True,1,123.2,141.68,110.0,126.5,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
SB002-L,Sun Protector with Ref Tape for Hard Hat,,True,1,131.32,151.018,117.25,134.84,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
SB003-O,Sun Protector for Hard Hat,,True,1,123.41,141.9215,110.1875,126.72,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
SB004-O,Sun Protector with Ref Tape for Hard Hat,,True,1,131.32,151.018,117.25,134.84,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
SKULLCAP,Skull Cap 100% Cotton,,True,1,38.752,44.5648,34.6,39.79,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
WHFR01,Leather Welding Monkey Face,,True,1,80.595,92.68425,72.76071825,83.67,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
WHFR02,Welding Hood Flame Retardant,,True,1,80.595,92.68425,72.76071825,83.67,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
EP001-O,Pioneer Resuable Earplug Corded Individual Pack 100 Per Box,,True,1,4.088,4.7012,3.65,4.2,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
EP001-1-O,Pioneer PU Foamed Disposable Corded Individual Pack 100 Per Box,,True,1,4.088,4.7012,3.65,4.2,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
EP-DISP,Ear Plug Dispenser (Without Earplug),,True,1,627.2,721.28,560.0,644.0,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
EP200,Hi-Vis Bullet Disposable Earplug Uncored (Refill Pack 500PCS) SNR35DB,,True,1,1097.6,1262.24,980.0,1127.0,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
EP201,Hi-Vis Bullet Disposable Earplug Uncored 200 Per Box SNR35DB,,True,1,2.478,2.8497,2.2125,2.54,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
EP202,Hi-Vis Bullet Disposable Earplug Cored 100 Per Box SNR35DB,,True,1,4.102,4.7173,3.6625,4.21,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
EP203,Hi-Vis TPR Reusable Earplug Cored 100 Per Box SNR32DB,,True,1,4.102,4.7173,3.6625,4.21,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
EP204,Reusable Earplug Cored with Metal detectoR100 Per Box SNR32DB,,True,1,7.756,8.9194,6.925,7.96,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
EP205,Snug Fit Silicon Reusable Earplug Cored 100 Per Box SNR26DB,,True,1,7.714,8.8711,6.8875,7.92,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
EP206,Candy Earplug 5 Pair Retail Pack SNR38DB,,True,1,50.232,57.7668,44.85,51.58,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
EP001-BAND,Pioneer Bell Silicon Banded Earplug 15 Per Box SNR30DB,,True,1,25.326,29.1249,22.6125,26.0,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
EP002-R,Econo Universal Ear Muff,,True,1,35.588,40.9262,31.775,36.54,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
EP040-B,Pioneer ® Ear Muff,,True,1,66.01,75.9115,58.9375,67.78,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
EP007,Pioneer Sonic Ear Defender (SNR32DB) Neck-Attach,,True,1,144.2,165.83,128.75,148.06,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
EP300-B,Pioneer Ear Muff SNR29DB,,True,1,86.1,99.015,76.875,88.41,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
EP301-R,Pioneer Ear Defender SNR34DB Earmuff,,True,1,150.682,173.2843,134.5375,154.72,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
EP302-R,Pioneer Ear Defender SNR30DB Cap Mounted Earmuff,,True,1,220.99,254.1385,197.3125,226.91,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
EP303-ARG,Pioneer Tactical Earmuff SNR26DB Army,,True,1,150.682,173.2843,134.5375,154.72,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
EP305-BR,Pioneer Tactical Earmuff SNR26DB,,True,1,150.682,173.2843,134.5375,154.72,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
EP304-BBL,Pioneer Kids Earmuff SNR24DB Baby,,True,1,239.652,275.5998,213.975,246.07,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
EP400,Echo Bluetooth Electric Earmuff SNR29DB,,True,1,1231.23,1415.9145,1099.3125,1264.21,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
PV006,"Pioneer Vision Direct Safety Goggle Anti-Scratch,Anti-Fog",,True,1,28.7,33.005,25.625,29.47,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
PV007,"Pioneer Vision Indirect Safety Goggle Anti-Scratch,Anti-Fog Special",,True,1,21.532,24.7618,19.225,22.11,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
SG010,"Pioneer Vision Maxi View Goggle Anti Scratch, Anti Fog",,True,1,78.848,90.6752,70.4,80.96,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
SG002-B,Pioneer Vision Brazing/Gas Cutting Welding Goggle Frame,,True,1,92.414,106.2761,82.5125,94.89,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
SG013-CL,"Pioneer Vision Spoggle Clear Anti - Fog, Anti-Sractch",,True,1,134.89,155.1235,120.4375,138.5,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
SG013GL-GY,"Pioneer Vision Spoggle Anti - Fog, Anti-Sractch",,True,1,134.89,155.1235,120.4375,138.5,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
SG014-CL,"Pioneer Vision 3IN1 Clear Anti - Fog, Anti-Sractch",,True,1,107.632,123.7768,96.1,110.52,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
SG014GL-GY,"Pioneer Vision 3IN1 Anti - Fog, Anti-Sractch",,True,1,107.632,123.7768,96.1,110.52,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
SG015-CL,"Pioneer Vision Sp Goggle Clear Anti - Fog, Anti-Sractch",,True,1,117.67,135.3205,105.0625,120.82,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
PV011,Pioneer Vision Gauzed Spectacle,,True,1,49.504,56.9296,44.2,50.83,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
PV001-CL,Pioneer Vision Euro Clear Anti-Sractch,,True,1,27.916,32.1034,24.925,28.66,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
PV001-G,Pioneer Vision Euro Anti-Sractch,,True,1,27.916,32.1034,24.925,28.66,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
PV001-A-AM,Pioneer Vision Euro Amber Anti-Sractch,,True,1,27.916,32.1034,24.925,28.66,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
PV001-GL-GY,Pioneer Vision Euro Anti-Sractch,,True,1,27.916,32.1034,24.925,28.66,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
PV001-AFOG-CL,"Pioneer Vision Euro Clear Anti - Fog, Anti-Sractch",,True,1,44.632,51.3268,39.85,45.83,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
PV016,Pioneer Vision Euro Weld Shade 5 Anti-Scratch New,,True,1,53.676,61.7274,47.925,55.11,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
PV002-CL,Pioneer Vision Wrapround Clear Anti-Scratch,,True,1,26.838,30.8637,23.9625,27.56,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
PV002-G,Pioneer Vision Wrapround Anti-Scratch,,True,1,26.838,30.8637,23.9625,27.56,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
PV002-A-AM,Pioneer Vision Wrapround Amber Anti-Scratch,,True,1,26.838,30.8637,23.9625,27.56,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
SG004-BR,Pioneer Vision Wrapround Anti-Scratch New,,True,1,17.892,20.5758,15.975,18.37,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
PV002-AFOG-CL,Pioneer Vision Wrapround Clear Anti-Scratch Anit-Fog,,True,1,35.882,41.2643,32.0375,36.84,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
PV003-CL,Pioneer Vision Sporty Clear Anti-Scratch,,True,1,25.466,29.2859,22.7375,26.15,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
PV003-G,Pioneer Vision Sporty Anti-Scratch,,True,1,25.466,29.2859,22.7375,26.15,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
PV003-A-AM,Pioneer Vision Sporty Amber Anti-Scratch,,True,1,25.466,29.2859,22.7375,26.15,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
PV003-GL-GY,Pioneer Vision Sporty Anti-Scratch,,True,1,25.466,29.2859,22.7375,26.15,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
PV003-M-SV,Pioneer Vision Sporty Mirror Anti-Scratch,,True,1,37.59,43.2285,33.5625,38.6,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
PV003-AFOG-CL,Pioneer Vision Sporty Clear Anti-Scratch Anti-Fog,,True,1,57.33,65.9295,51.1875,58.87,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
PV003A-AFOG-AM,Pioneer Vision Sporty Amber Anti-Scratch Anti-Fog,,True,1,40.614,46.7061,36.2625,41.7,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
PV008-CL,Pioneer Vision Spider Spectacl Clear Anti-Scratch Anti-Fog,,True,1,67.088,77.1512,59.9,68.89,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
PV008A-AM,Pioneer Vision Spider Spectacl Amber Anti-Scratch Anti-Fog,,True,1,67.088,77.1512,59.9,68.89,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
PV008GL-GY,Pioneer Vision Spider Spectacl Anti-Scratch Anti-Fog,,True,1,67.088,77.1512,59.9,68.89,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
PV008BM-B,Pioneer Vision Spider Spectacl -Mirror Indoor/Outdoor Anti-Scratch,,True,1,67.088,77.1512,59.9,68.89,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
PV009-CL,Pioneer Vision Laser Spectacle Clear Anti-Scratch Anti-Fog,,True,1,37.31,42.9065,33.3125,38.31,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
PV009GL-GY,Pioneer Vision Laser Spectacle Anti-Scratch Anti-Fog,,True,1,37.31,42.9065,33.3125,38.31,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
PV009M,Pioneer Vision Laser Spectacle Indoor/Outdoor Anti-Scratc,,True,1,37.31,42.9065,33.3125,38.31,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
PV010-CL,Pioneer Vision Roma Adjustable Leg As/Af Clear Spectacles,,True,1,35.0,40.25,31.25,35.94,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
PV010-GL-GY,Pioneer Vision Roma Adjustable Leg As/Af Spectacles,,True,1,35.0,40.25,31.25,35.94,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
PV012-CL,Pioneer Vision Over Spectacle Clear Anti-Scratch Anti-Fog Spectacles,,True,1,42.532,48.9118,37.975,43.67,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
PV004-CL,Pioneer Vision Classic Clear Anti-Scratch Spectacles,,True,1,39.606,45.5469,35.3625,40.67,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
PV004-GL-G,Pioneer Vision Classic Anti-Scratch Spectacles,,True,1,39.606,45.5469,35.3625,40.67,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
SG012-CL,Pioneer Vision Clearanti-Scratch Safety Spectacles,,True,1,34.874,40.1051,31.1375,35.81,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
SG012G-G,Pioneer Vision Anti-Scratch Safety Spectacles,,True,1,34.874,40.1051,31.1375,35.81,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
SG012A-AM,Pioneer Vision Amber Anti-Scratch Safety Spectacles,,True,1,34.874,40.1051,31.1375,35.81,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
SG012GL-GY,Pioneer Vision Anti-Scratch Safety Spectacles,,True,1,34.874,40.1051,31.1375,35.81,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
SG001-B,Direct Vent Grinding Goggle (Mono) Special,,True,1,15.568,17.9032,13.9,15.99,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
SG001-D,Indirect Vent Grinding Goggle,,True,1,20.664,23.7636,18.45,21.22,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
SG002,Gas Welding Goggle Flipfront Round Lenses,,True,1,32.144,36.9656,28.7,33.01,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
SG003,Gas Welding Goggle Flipfront Square Lenses 108 X 51 Special,,True,1,22.596,25.9854,20.175,23.2,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
SG004-CL,Wraparound Clear Safety Spectacles,,True,1,17.892,20.5758,15.975,18.37,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
SG004-G,Wraparound Safety Spectacles,,True,1,17.892,20.5758,15.975,18.37,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
SG004-A-AM,Wraparound Amber Safety Spectacles,,True,1,17.892,20.5758,15.975,18.37,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
SG006-CL,Euro Clear Safety Spectacles,,True,1,14.784,17.0016,13.2,15.18,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
SG006-G,Euro Safety Spectacles,,True,1,14.784,17.0016,13.2,15.18,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
SG006-A-AM,Euro Amber Safety Spectacles,,True,1,14.784,17.0016,13.2,15.18,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
SG006-GL-GY,Euro Safety Spectacles,,True,1,14.784,17.0016,13.2,15.18,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
SG007-CL,Sporty Clear Safety Spectacles,,True,1,13.916,16.0034,12.425,14.29,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
SG007-G,Sporty Safety Spectacles,,True,1,13.916,16.0034,12.425,14.29,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
