Code,Description,Category,Active,Unit,Retail - Exclusive,Retail - Inclusive,Wholesale - Exclusive,Wholesale - Inclusive,Physical,Text User Field 1,Text User Field 2,Text User Field 3,Numeric User Field 1,Numeric User Field 2,Numeric User Field 3,Date User Field 1,Date User Field 2,Date User Field 3,Yes/No User Field 1,Yes/No User Field 2,Yes/No User Field 3,VAT Type Sales,VAT Type Purchases,Cost,Quantity,Sales Account,Purchases Account
DW-J54-ANGXX-J32-48-RYB,Dromex J54 Anglo Spec Conti Jacket with Reflective - SANS 434,,True,1,250.0,287.5,241.0,277.15,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-J54-ANGXX-J32-50-RYB,Dromex J54 Anglo Spec Conti Jacket with Reflective - SANS 434,,True,1,250.0,287.5,241.0,277.15,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-J54-ANGXX-J32-52-RYB,Dromex J54 Anglo Spec Conti Jacket with Reflective - SANS 434,,True,1,250.0,287.5,241.0,277.15,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-J54-ANGXX-J32-54-RYB,Dromex J54 Anglo Spec Conti Jacket with Reflective - SANS 434,,True,1,250.0,287.5,241.0,277.15,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-J54-ANGXX-J32-56-RYB,Dromex J54 Anglo Spec Conti Jacket with Reflective - SANS 434,,True,1,250.0,287.5,241.0,277.15,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-J54-ANGXX-J32-58-RYB,Dromex J54 Anglo Spec Conti Jacket with Reflective - SANS 434,,True,1,250.0,287.5,241.0,277.15,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-J54-ANGXX-J32-60-RYB,Dromex J54 Anglo Spec Conti Jacket with Reflective - SANS 434,,True,1,250.0,287.5,241.0,277.15,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-J54-ANGXX-J32-62-RYB,Dromex J54 Anglo Spec Conti Jacket with Reflective - SANS 434,,True,1,250.0,287.5,241.0,277.15,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-J54-ANGXX-J32-64-RYB,Dromex J54 Anglo Spec Conti Jacket with Reflective - SANS 434,,True,1,250.0,287.5,241.0,277.15,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-J54-ANGXX-P28-28-RYB,Dromex J54 Anglo Spec Conti Pants with Reflective - SANS 434,,True,1,222.0,255.3,213.0,244.95,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
