Code,Description,Category,Active,Unit,Retail - Exclusive,Retail - Inclusive,Wholesale - Exclusive,Wholesale - Inclusive,Physical,Text User Field 1,Text User Field 2,Text User Field 3,Numeric User Field 1,Numeric User Field 2,Numeric User Field 3,Date User Field 1,Date User Field 2,Date User Field 3,Yes/No User Field 1,Yes/No User Field 2,Yes/No User Field 3,VAT Type Sales,VAT Type Purchases,Cost,Quantity,Sales Account,Purchases Account
DH-ARC55-SHV-L-B,Dromex ARC HRC4-55CAL Switching Hood with Visor(True Vision) + Ventilating System,,True,1,9009.0,10360.35,8662.5,9961.88,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DH-ARC55-SHV-XL-B,Dromex ARC HRC4-55CAL Switching Hood with Visor(True Vision) + Ventilating System,,True,1,9009.0,10360.35,8662.5,9961.88,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DH-ARC55-SHV-2XL-B,Dromex ARC HRC4-55CAL Switching Hood with Visor(True Vision) + Ventilating System,,True,1,9009.0,10360.35,8662.5,9961.88,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DH-ARC55-SHV-3XL-B,Dromex ARC HRC4-55CAL Switching Hood with Visor(True Vision) + Ventilating System,,True,1,9009.0,10360.35,8662.5,9961.88,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DH-ARC55-SHV-4XL-B,Dromex ARC HRC4-55CAL Switching Hood with Visor(True Vision) + Ventilating System,,True,1,9009.0,10360.35,8662.5,9961.88,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DH-ARC55-SHV-5XL-B,Dromex ARC HRC4-55CAL Switching Hood with Visor(True Vision) + Ventilating System,,True,1,9009.0,10360.35,8662.5,9961.88,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DH-ARC100-SHV-S-B,Dromex ARC HRC4-100CAL Switching Hood with Visor(True Vision) + Ventilating System,,True,1,15730.0,18089.5,15125.0,17393.75,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DH-ARC100-SHV-M-B,Dromex ARC HRC4-100CAL Switching Hood with Visor(True Vision) + Ventilating System,,True,1,15730.0,18089.5,15125.0,17393.75,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DH-ARC100-SHV-L-B,Dromex ARC HRC4-100CAL Switching Hood with Visor(True Vision) + Ventilating System,,True,1,15730.0,18089.5,15125.0,17393.75,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DH-ARC100-SHV-XL-B,Dromex ARC HRC4-100CAL Switching Hood with Visor(True Vision) + Ventilating System,,True,1,15730.0,18089.5,15125.0,17393.75,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
