Code,Description,Category,Active,Unit,Retail - Exclusive,Retail - Inclusive,Wholesale - Exclusive,Wholesale - Inclusive,Physical,Text User Field 1,Text User Field 2,Text User Field 3,Numeric User Field 1,Numeric User Field 2,Numeric User Field 3,Date User Field 1,Date User Field 2,Date User Field 3,Yes/No User Field 1,Yes/No User Field 2,Yes/No User Field 3,VAT Type Sales,VAT Type Purchases,Cost,Quantity,Sales Account,Purchases Account
LPLL-25l,Liquid Laundry - 25 Litre,,True,1,119.775,137.74125,92.626,106.52,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
LPHOC-5l,Overall & Hostel Cleaner - 5 Litre,,True,1,74.265,85.40475,57.4316,66.05,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
LPHOC-25l,Overall & Hostel Cleaner - 25 Litre,,True,1,74.265,85.40475,57.4316,66.05,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
LPLS-5l,Laundry Neutralizer - 5 Litre,,True,1,121.0,139.15,108.0,124.2,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
LPLS-25l,Laundry Neutralizer - 25 Litre,,True,1,121.0,139.15,108.0,124.2,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
LPAB-5l,Laundry Booster - 5 Litre,,True,1,88.5,101.775,68.44,78.71,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
LPAB-25l,Laundry Booster - 25 Litre,,True,1,88.5,101.775,68.44,78.71,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
LPSC-5l,Spot Cleaner / Remover - 5 Litre,,True,1,53.0,60.95,47.0,54.05,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
LPSC-25l,Spot Cleaner / Remover - 25 Litre,,True,1,263.0,302.45,230.0,264.5,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
LPOB-5l,Oxygen Stain Remover - 5 Litre,,True,1,298.1125,342.829375,276.6484,318.15,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
LPOB-25l,Oxygen Stain Remover - 25 Litre,,True,1,298.1125,342.829375,276.6484,318.15,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
LPCRY-1kg,Washing Powder Crystal - 1kg,,True,1,30.0,34.5,23.2,26.68,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
LPCRY-5kg,Washing Powder Crystal - 5kg,,True,1,30.0,34.5,23.2,26.68,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
LPCRY-10kg,Washing Powder Crystal - 10kg,,True,1,30.0,34.5,23.2,26.68,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
LPCRY-25kg,Washing Powder Crystal - 25kg,,True,1,30.0,34.5,23.2,26.68,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
LPBUD-1kg,Washing Powder Buddy - 1kg,,True,1,34.74,39.951,26.8656,30.9,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
LPBUD-5kg,Washing Powder Buddy - 5kg,,True,1,34.74,39.951,26.8656,30.9,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
LPBUD-10kg,Washing Powder Buddy - 10kg,,True,1,34.74,39.951,26.8656,30.9,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
LPBUD-25kg,Washing Powder Buddy - 25kg,,True,1,34.74,39.951,26.8656,30.9,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DEGGB-UVH,Grease Buster - 5 Litre,,True,1,56.28,64.722,43.5232,50.05,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DEGGB-UVH2,Grease Buster - 25 Litre,,True,1,56.28,64.722,43.5232,50.05,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DEGGB-UVH3,Grease Buster - 210 Litre,,True,1,56.28,64.722,43.5232,50.05,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DEGGB,Grease Buster - 1000 Litre,,True,1,56.28,64.722,43.5232,50.05,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DEGGBP-UVH1,Grease Buster Plus 5 Litre,,True,1,95.205,109.48575,73.6252,84.67,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DEGGBP-UVH2,Grease Buster Plus 25 Litre,,True,1,95.205,109.48575,73.6252,84.67,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DEGGBP-UVH3,Grease Buster Plus 210 Litre,,True,1,95.205,109.48575,73.6252,84.67,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DEGGBP-UVH4,"Grease Buster Plus 1,000 Litre",,True,1,95.205,109.48575,73.6252,84.67,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DEGPPP-UVH5,Power Degreaser Ppp 5 Litre,,True,1,95.205,109.48575,73.6252,84.67,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DEGPPP-UVH6,Power Degreaser Ppp 25 Litre,,True,1,95.205,109.48575,73.6252,84.67,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DEGPPP-UVH7,Power Degreaser Ppp 210 Litre,,True,1,95.205,109.48575,73.6252,84.67,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DEGPPP-UVH8,"Power Degreaser Ppp 1,000 Litre",,True,1,95.205,109.48575,73.6252,84.67,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DEGPF-UVH1,Power Force Degreaser 5 Litre,,True,1,63.96,73.554,49.4624,56.88,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DEGPF-UVH2,Power Force Degreaser 25 Litre,,True,1,63.96,73.554,49.4624,56.88,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DEGPF-UVH3,Power Force Degreaser 210 Litre,,True,1,63.96,73.554,49.4624,56.88,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DEGPF-UVH4,"Power Force Degreaser 1,000 Litre",,True,1,63.96,73.554,49.4624,56.88,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DEGHP-UVH1,Hi Ph Degreaser 5 Litre,,True,1,102.795,118.21425,79.4948,91.42,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DEGHP-UVH2,Hi Ph Degreaser 25 Litre,,True,1,102.795,118.21425,79.4948,91.42,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DEGHP-UVH3,Hi Ph Degreaser 210 Litre,,True,1,102.795,118.21425,79.4948,91.42,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DEGHP-UVH4,"Hi Ph Degreaser 1,000 Litre",,True,1,102.795,118.21425,79.4948,91.42,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DEG4007-UVH1,4007 Degreaser 5 Litre,,True,1,95.0,109.25,82.0,94.3,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DEG4007-UVH2,4007 Degreaser 25 Litre,,True,1,95.0,109.25,82.0,94.3,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DEG4007-UVH3,4007 Degreaser 210 Litre,,True,1,95.0,109.25,82.0,94.3,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DEG4007-UVH4,"4007 Degreaser 1,000 Litre",,True,1,95.0,109.25,82.0,94.3,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DEGHD-UVH1,HD Clean Degreaser 5 Litre,,True,1,48.0,55.2,42.5,48.88,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DEGHD-UVH2,HD Clean Degreaser 25 Litre,,True,1,48.0,55.2,42.5,48.88,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DEGHD-UVH3,HD Clean Degreaser 210 Litre,,True,1,48.0,55.2,42.5,48.88,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DEGHD-UVH4,HD Clean Degreaser 1000 Litre,,True,1,48.0,55.2,42.5,48.88,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DEGSD-UVH1,Solvent Degreaser 5 Litre,,True,1,260.0,299.0,256.716,295.22,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DEGSD-UVH2,Solvent Degreaser 25 Litre,,True,1,260.0,299.0,256.716,295.22,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DEGSD-UVH3,Solvent Degreaser 210 Litre,,True,1,260.0,299.0,256.716,295.22,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DEGSD-UVH4,"Solvent Degreaser 1,000 Litre",,True,1,260.0,299.0,256.716,295.22,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DEGBC-UVH1,Braai Cleaner 5 Litre,,True,1,52.0,59.8,46.0,52.9,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DEGBC-UVH2,Braai Cleaner 25 Litre,,True,1,52.0,59.8,46.0,52.9,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DEGSW-UVH1,Solar Wash 5 Litre,,True,1,52.0,59.8,51.66,59.41,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DEGSW-UVH2,Solar Wash 25 Litre,,True,1,52.0,59.8,51.66,59.41,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DEGB1P-UVH1,Blood & Protein Clean (20x) 5 Litre,,True,1,1705.0,1960.75,160.0,184.0,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DEGB2P-UVH2,Blood & Protein Clean (20x) 25 Litre,,True,1,858.0,986.7,780.0,897.0,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DEGEG-UVH1,Enviro 5 Litre,,True,1,90.0,103.5,82.416,94.78,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DEGEG-UVH2,Enviro 25 Litre,,True,1,90.0,103.5,82.416,94.78,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DEGEG-UVH3,Enviro 210 Litre,,True,1,90.0,103.5,82.416,94.78,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
SPECCR-5l,Cement Cleaner - 5 Litre,,True,1,78.75,90.5625,73.5,84.53,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
SPECCR-25l,Cement Cleaner - 25 Litre,,True,1,78.75,90.5625,73.5,84.53,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
SPECON-5l,Concrete Cleaner - 5 Litre,,True,1,94.245,108.38175,87.962,101.16,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
SPECON-25l,Concrete Cleaner - 25 Litre,,True,1,94.245,108.38175,87.962,101.16,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
SPECMS-5l,Coloured Meths - 5 Litre,,True,1,328.5,377.775,306.6,352.59,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
SPECMS-25l,Coloured Meths - 25 Litre,,True,1,328.5,377.775,306.6,352.59,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
SPECLT-5l,Lacquer Thinners - 5 Litre,,True,1,315.0,362.25,294.0,338.1,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
SPECLT-25l,Lacquer Thinners - 25 Litre,,True,1,315.0,362.25,294.0,338.1,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
SPECAT-5l,Acetone - 5 Litre,,True,1,267.3,307.395,249.48,286.9,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
SPECAT-25l,Acetone - 25 Litre,,True,1,267.3,307.395,249.48,286.9,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
SPECDS-5l,Descaler (Dox) - 5 Litre,,True,1,68.25,78.4875,63.7,73.26,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
SPECDS-25l,Descaler (Dox) - 25 Litre,,True,1,68.25,78.4875,63.7,73.26,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
SPECWK-5l,Weed Killer - 5 Litre,,True,1,73.5,84.525,68.6,78.89,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
FCPS15-5l,Polymer Sealer 15% - 5 Litre,,True,1,209.82,241.293,195.832,225.21,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
FCPS15-25,Polymer Sealer 15% - 25 Litre,,True,1,209.82,241.293,195.832,225.21,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
FCPS18-5l,Polymer Sealer 18% - 5 Litre,,True,1,269.715,310.17225,251.734,289.49,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
FCPS18-25,Polymer Sealer 18% - 25 Litre,,True,1,269.715,310.17225,251.734,289.49,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
FCPS24-5l,Polymer Sealer 25% - 5 Litre,,True,1,290.625,334.21875,271.25,311.94,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
FCPS24-25,Polymer Sealer 25% - 25 Litre,,True,1,290.625,334.21875,271.25,311.94,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
FCMS-5l,Mop & Shine - 5 Litre,,True,1,68.97,79.3155,64.372,74.03,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
FCMS-25,Mop & Shine - 25 Litre,,True,1,68.97,79.3155,64.372,74.03,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
FCWFL-5l,Floor Wax Lavender - 5 Litre,,True,1,280.26,322.299,261.576,300.81,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
FCWFL-25,Floor Wax Lavender - 25 Litre,,True,1,280.26,322.299,261.576,300.81,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
FCFWW-5l-W,Floor Wax - 5 Litre,,True,1,280.26,322.299,261.576,300.81,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
FCFWW-25-W,Floor Wax - 25 Litre,,True,1,280.26,322.299,261.576,300.81,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
FCFWR-5l-R,Floor Wax - 5 Litre,,True,1,280.26,322.299,261.576,300.81,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
FCFWR-25-R,Floor Wax - 25 Litre,,True,1,280.26,322.299,261.576,300.81,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
FCWB-5l-BLK,Floor Wax - 5 Litre,,True,1,280.26,322.299,261.576,300.81,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
FCWB-25-BLK,Floor Wax - 25 Litre,,True,1,280.26,322.299,261.576,300.81,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
FCASLF-5l,Autoscrub Low Foam - 5 Litre,,True,1,62.04,71.346,57.904,66.59,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
FCASLF-25,Autoscrub Low Foam - 25 Litre,,True,1,62.04,71.346,57.904,66.59,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
FCSA-5l,Stripper Ammoniated - 5 Litre,,True,1,58.5,67.275,54.6,62.79,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
FCSA-25,Stripper Ammoniated - 25 Litre,,True,1,58.5,67.275,54.6,62.79,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
FCNA-5l,Stripper Non Ammoniated - 5 Litre,,True,1,55.14,63.411,51.464,59.18,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
FCNA-25,Stripper Non Ammoniated - 25 Litre,,True,1,55.14,63.411,51.464,59.18,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
FCLFX-5l,Carpet Cleaner Lfx - 5 Litre,,True,1,67.5,77.625,63.0,72.45,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
FCLFX-25,Carpet Cleaner Lfx - 25 Litre,,True,1,67.5,77.625,63.0,72.45,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
FCLC-5l,Laminate Floor Cleaner - 5 Litre,,True,1,84.0,96.6,78.4,90.16,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
AMCS-5l,Car Shampoo - 5 Litre,,True,1,63.45,72.9675,59.22,68.1,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
AMCS-25l,Car Shampoo - 25 Litre,,True,1,63.45,72.9675,59.22,68.1,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
AMCWW-5l,Car Wash & Wax - 5 Litre,,True,1,76.5,87.975,71.4,82.11,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
AMCWW-25l,Car Wash & Wax - 25 Litre,,True,1,76.5,87.975,71.4,82.11,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
AMXMD-5l,Xmdsnow - Foaming Shampoo - 5 Litre,,True,1,97.5,112.125,91.0,104.65,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
AMXMD-25l,Xmdsnow - Foaming Shampoo - 25 Litre,,True,1,97.5,112.125,91.0,104.65,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
AMEC-5l,Engine Cleaner - 5 Litre,,True,1,51.405,59.11575,47.978,55.17,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
AMEC-25l,Engine Cleaner - 25 Litre,,True,1,51.405,59.11575,47.978,55.17,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
AMTR-5l,Tar Remover - 5 Litre,,True,1,424.32,487.968,396.032,455.44,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
AMTR-25l,Tar Remover - 25 Litre,,True,1,424.32,487.968,396.032,455.44,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
AMLFX-5l,Upholstery Cleaner - 5 Litre,,True,1,89.595,103.03425,83.622,96.17,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
AMLFX-25l,Upholstery Cleaner - 25 Litre,,True,1,89.595,103.03425,83.622,96.17,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
AMHGTS-5l-UVH1,Hi Gloss Tyre Shine Liquid - 5 Litre,,True,1,150.195,172.72425,114.0,131.1,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
AMHGTS-25l-UVH2,Hi Gloss Tyre Shine Liquid - 25 Litre,,True,1,150.195,172.72425,570.0,655.5,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
AMHGTS-5l,Hi Gloss Tyre Shine Gel - 5 Litre,,True,1,150.195,172.72425,125.0,143.75,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
AMHGTS-25l,Hi Gloss Tyre Shine Gel - 25 Litre,,True,1,150.195,172.72425,650.0,747.5,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
AMSTS-5l,Silicone Tyre Shine - 5 Litre,,True,1,506.25,582.1875,472.5,543.38,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
AMSTS-25l,Silicone Tyre Shine - 25 Litre,,True,1,506.25,582.1875,472.5,543.38,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
AMCGC-5l,Car Gloss Cherry - 5 Litre,,True,1,127.5,146.625,119.0,136.85,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
AMCGC-25l,Car Gloss Cherry - 25 Litre,,True,1,127.5,146.625,119.0,136.85,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
AMCGL-5l,Car Gloss Lavender - 5 Litre,,True,1,127.5,146.625,119.0,136.85,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
AMCGL-25l,Car Gloss Lavender - 25 Litre,,True,1,127.5,146.625,119.0,136.85,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
AMTP-5l,Tyre Paint - 5 Litre,,True,1,115.5,132.825,107.8,123.97,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
AMTP-25l,Tyre Paint - 25 Litre,,True,1,115.5,132.825,107.8,123.97,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
AMTD-5l,Tyre/Dash Shine - 5 Litre,,True,1,157.5,181.125,147.0,169.05,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
AMTD-25l,Tyre/Dash Shine - 25 Litre,,True,1,157.5,181.125,147.0,169.05,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
AMSRS-5l,Showroom Shine - 5 Litre,,True,1,120.0,138.0,112.0,128.8,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
